Date,Time,sensor,status
2023/10/26,15:10:07,100,0.5
2023/10/26,15:10:02,1,0.5
2023/10/26,15:09:48,103,0.5
2023/10/26,15:09:36,1,1
2023/10/26,15:09:36,3,0.5
2023/10/26,15:09:35,2,0.5
2023/10/26,15:09:33,100,1
2023/10/26,15:09:32,41,0.5
2023/10/26,15:09:32,2,1
2023/10/26,15:09:31,22,0.5
2023/10/26,15:09:31,23,0.5
2023/10/26,15:09:30,3,1
2023/10/26,15:09:28,24,0.5
2023/10/26,15:09:27,41,1
2023/10/26,15:09:26,22,1
2023/10/26,15:09:24,25,0.5
2023/10/26,15:09:23,23,1
2023/10/26,15:09:20,25,1
2023/10/26,15:09:20,41,0.5
2023/10/26,15:09:18,41,1
2023/10/26,15:09:12,24,1
2023/10/26,15:09:09,24,0.5
2023/10/26,15:09:04,104,0.5
2023/10/26,15:09:00,41,0.5
2023/10/26,15:08:58,24,1
2023/10/26,15:08:57,31,0.5
2023/10/26,15:08:56,103,1
2023/10/26,15:08:54,42,0.5
2023/10/26,15:08:54,46,0.5
2023/10/26,15:08:52,41,1
2023/10/26,15:08:51,31,1
2023/10/26,15:08:50,46,1
2023/10/26,15:08:50,44,0.5
2023/10/26,15:08:49,42,1
2023/10/26,15:08:46,44,1
2023/10/26,15:08:45,44,0.5
2023/10/26,15:08:44,43,0.5
2023/10/26,15:08:43,42,0.5
2023/10/26,15:08:42,41,0.5
2023/10/26,15:08:41,31,0.5
2023/10/26,15:08:40,46,0.5
2023/10/26,15:08:40,44,1
2023/10/26,15:08:40,43,1
2023/10/26,15:08:37,31,1
2023/10/26,15:08:36,44,0.5
2023/10/26,15:08:36,46,1
2023/10/26,15:08:36,43,0.5
2023/10/26,15:08:36,41,1
2023/10/26,15:08:35,42,1
2023/10/26,15:08:34,46,0.5
2023/10/26,15:08:32,106,0.5
2023/10/26,15:08:31,46,1
2023/10/26,15:08:29,42,0.5
2023/10/26,15:08:26,42,1
2023/10/26,15:08:24,104,1
2023/10/26,15:08:24,44,1
2023/10/26,15:08:24,45,0.5
2023/10/26,15:08:22,43,1
2023/10/26,15:08:09,104,0.5
2023/10/26,15:08:01,43,0.5
2023/10/26,15:07:59,106,1
2023/10/26,15:07:58,45,1
2023/10/26,15:07:56,43,1
2023/10/26,15:07:55,43,0.5
2023/10/26,15:07:54,44,0.5
2023/10/26,15:07:52,41,0.5
2023/10/26,15:07:52,42,0.5
2023/10/26,15:07:52,46,0.5
2023/10/26,15:07:51,31,0.5
2023/10/26,15:07:51,44,1
2023/10/26,15:07:50,43,1
2023/10/26,15:07:47,46,1
2023/10/26,15:07:46,44,0.5
2023/10/26,15:07:46,31,1
2023/10/26,15:07:46,41,1
2023/10/26,15:07:45,43,0.5
2023/10/26,15:07:44,42,1
2023/10/26,15:07:39,105,0.5
2023/10/26,15:07:30,51,0.5
2023/10/26,15:07:29,104,1
2023/10/26,15:07:29,44,1
2023/10/26,15:07:23,43,1
2023/10/26,15:07:20,43,0.5
2023/10/26,15:07:13,104,0.5
2023/10/26,15:07:03,44,0.5
2023/10/26,15:07:03,105,1
2023/10/26,15:07:02,51,1
2023/10/26,15:06:59,42,0.5
2023/10/26,15:06:58,3,0.5
2023/10/26,15:06:57,43,1
2023/10/26,15:06:57,46,0.5
2023/10/26,15:06:57,44,1
2023/10/26,15:06:57,3,1
